;start_node;end_node;distance;danger;converted;cyclability;section_id;way_id;is_following_way;facility;road_type;is_DSC;nodes;geometry
21834;476380687;304322718;34.56118607161371;39.74536398235576;False;3.0;115568523;136794915;False;;residential;False;[476380687, 5557909864, 304322718];[(0.6808504, 47.4200357), (0.6810211, 47.4198516), (0.6810843, 47.4197687)]
25371;483375701;483375709;51.4286818099194;59.1429840814073;False;3.0;115572060;192960310;False;;residential;False;[483375701, 7104383340, 483375704, 7104383339, 483375707, 483375709];[(0.6818584, 47.4177188), (0.6819691, 47.4176766), (0.6820744, 47.4176371), (0.6821843, 47.4175827), (0.6822574, 47.4175278), (0.6823533, 47.4174171)]
25372;483375709;483409095;89.82250375211883;103.29587931493666;False;3.0;115572061;192960310;False;;residential;False;[483375709, 483375712, 483375715, 7343263483, 483409095];[(0.6823533, 47.4174171), (0.6824329, 47.417239), (0.6824787, 47.4170758), (0.6824965, 47.4169423), (0.6825393, 47.416622)]
25373;483409095;483409041;4.4942623801326125;5.168401737152504;False;3.0;115572062;192960310;False;;residential;False;[483409095, 483409041];[(0.6825393, 47.416622), (0.6825479, 47.416582)]
27692;634855166;2739177992;14.688517484206882;16.89179510683791;False;3.0;115574381;230570930;False;;residential;False;[634855166, 2739177992];[(0.6836517, 47.4185117), (0.6836301, 47.4183804)]
27693;2739177992;3106492903;19.143010355780728;22.01446190914784;False;3.0;115574382;230570930;False;;residential;False;[2739177992, 2390628309, 3106492903];[(0.6836301, 47.4183804), (0.6836171, 47.4182818), (0.6835962, 47.41821)]
27694;3106492903;2881349492;94.8942703241205;109.12841087273856;False;3.0;115574383;230570930;False;;residential;False;[3106492903, 2390628307, 2739177978, 2390628304, 2390628301, 2881349492];[(0.6835962, 47.41821), (0.6835495, 47.4180591), (0.6835016, 47.4178872), (0.683475, 47.4177078), (0.6834644, 47.4174578), (0.6834588, 47.4173639)]
27695;2881349492;2390628296;11.288914937089784;12.98225217765325;False;3.0;115574384;230570930;False;;residential;False;[2881349492, 2390628296];[(0.6834588, 47.4173639), (0.683471, 47.4172627)]
27696;2739177995;6304480771;16.180771214637993;18.60788689683369;False;3.0;115574385;230570932;False;cheminement trottoir uni;footway;False;[2739177995, 1035649662, 6304480771];[(0.6835927, 47.4183855), (0.6835834, 47.4182992), (0.6835652, 47.4182415)]
27697;6304480771;3106492902;5.890538604373677;6.774119395029728;False;3.0;115574386;230570932;False;cheminement trottoir uni;footway;False;[6304480771, 3106492902];[(0.6835652, 47.4182415), (0.6835488, 47.4181897)]
27698;3106492902;2390628298;92.73790907173824;106.64859543249898;False;3.0;115574387;230570932;False;cheminement trottoir uni;footway;False;[3106492902, 2390628305, 2390628303, 2390628300, 2390628298];[(0.6835488, 47.4181897), (0.6834676, 47.4179349), (0.6834227, 47.4176795), (0.6834237, 47.4174742), (0.6834159, 47.4173634)]
27699;2390628298;483408942;14.090836471338989;16.204461942039835;False;3.0;115574388;230570932;False;cheminement trottoir uni;footway;False;[2390628298, 7306363088, 7306363087, 483408942];[(0.6834159, 47.4173634), (0.6833512, 47.4173231), (0.683316, 47.4173203), (0.6833121, 47.4172773)]
27705;1035649408;1035649229;33.896527707384216;38.98100686349184;False;3.0;115574394;230572464;False;cheminement trottoir uni;footway;False;[1035649408, 2739178023, 2739178027, 2739178032, 2739178033, 1035649229];[(0.6834345, 47.4187461), (0.6835043, 47.4187424), (0.683612, 47.4187717), (0.683706, 47.4188084), (0.683744, 47.4188376), (0.6837759, 47.4189)]
27706;1035649229;2739178034;3.588863048191504;4.127192505420229;False;3.0;115574395;230572464;False;cheminement trottoir uni;footway;False;[1035649229, 2739178034];[(0.6837759, 47.4189), (0.6838219, 47.4188918)]
27707;2739178034;1035649386;13.879135276606196;15.961005568097123;False;3.0;115574396;230572464;False;cheminement trottoir uni;footway;False;[2739178034, 7306345780, 7306345781, 1035649386];[(0.6838219, 47.4188918), (0.6838846, 47.4188826), (0.6839276, 47.4188763), (0.6840017, 47.4188655)]
27708;1035649386;2739178029;3.318677791820767;3.8164794605938814;False;3.0;115574397;230572464;False;cheminement trottoir uni;footway;False;[1035649386, 2739178029];[(0.6840017, 47.4188655), (0.6840427, 47.4188547)]
27709;2739178029;5767720979;34.61215031063891;39.80397285723474;False;3.0;115574398;230572464;False;cheminement trottoir uni;footway;False;[2739178029, 5767720978, 2739178025, 2881349651, 2739178019, 2739178015, 5767720979];[(0.6840427, 47.4188547), (0.6840223, 47.4188322), (0.6840256, 47.4187987), (0.684069, 47.4187203), (0.6841055, 47.4186583), (0.6841448, 47.4186117), (0.6842073, 47.4185912)]
27710;5767720979;1035649514;1.5472006258032185;1.779280719673701;False;3.0;115574399;230572464;False;cheminement trottoir uni;footway;False;[5767720979, 1035649514];[(0.6842073, 47.4185912), (0.6842258, 47.4185852)]
27711;1035649514;2390632254;5.547398851334041;6.379508679034147;False;3.0;115574400;230572464;False;cheminement trottoir uni;footway;False;[1035649514, 2390632254];[(0.6842258, 47.4185852), (0.6842098, 47.4185365)]
27712;2390632254;1421786282;8.279708721839121;9.521665030114988;False;3.0;115574401;230572464;False;cheminement trottoir uni;footway;False;[2390632254, 1421786282];[(0.6842098, 47.4185365), (0.6841678, 47.4184677)]
27713;1421786282;2739177986;30.02055883847628;34.52364266424772;False;3.0;115574402;230572464;False;cheminement trottoir uni;footway;False;[1421786282, 2739178003, 2739177999, 2739177990, 2739177988, 2739177986];[(0.6841678, 47.4184677), (0.6840756, 47.4184662), (0.6839983, 47.4184396), (0.6839325, 47.4184169), (0.6838779, 47.4184049), (0.6838379, 47.4183519)]
27714;2739177986;2739177983;2.598713604358084;2.9885206450117963;False;3.0;115574403;230572464;False;cheminement trottoir uni;footway;False;[2739177986, 2739177983];[(0.6838379, 47.4183519), (0.6838035, 47.418353)]
27715;2739177983;2739177992;13.444627545042692;15.461321676799097;False;3.0;115574404;230572464;False;cheminement trottoir uni;footway;False;[2739177983, 7306345779, 7306345778, 2739177992];[(0.6838035, 47.418353), (0.6837402, 47.4183653), (0.6836966, 47.4183713), (0.6836301, 47.4183804)]
27716;2739177992;2739177995;2.8786095997691468;3.3104010397345185;False;3.0;115574405;230572464;False;cheminement trottoir uni;footway;False;[2739177992, 2739177995];[(0.6836301, 47.4183804), (0.6835927, 47.4183855)]
27717;2739177995;1035649245;33.75183263889339;38.814607534727394;False;3.0;115574406;230572464;False;cheminement trottoir uni;footway;False;[2739177995, 2739177997, 2881349615, 2739178001, 2739178013, 1035649245];[(0.6835927, 47.4183855), (0.6835946, 47.4184266), (0.6835773, 47.4184844), (0.6835243, 47.4185633), (0.6834581, 47.4186302), (0.6834083, 47.4186431)]
27718;1035649245;2390641650;6.0431077383850615;6.949573899142821;False;3.0;115574407;230572464;False;cheminement trottoir uni;footway;False;[1035649245, 2390641650];[(0.6834083, 47.4186431), (0.683424, 47.4186964)]
27719;2390641650;1035649408;5.5821143242779385;6.419431472919629;False;3.0;115574408;230572464;False;cheminement trottoir uni;footway;False;[2390641650, 1035649408];[(0.683424, 47.4186964), (0.6834345, 47.4187461)]
31445;2390628296;483408942;12.100256311079614;13.915294757741554;False;3.0;115578134;268571742;False;;residential;False;[2390628296, 483408942];[(0.683471, 47.4172627), (0.6833121, 47.4172773)]
31446;483408942;483375709;74.38066929884467;85.53776969367136;False;3.0;115578135;268571742;False;;residential;False;[483408942, 5543820079, 483408944, 5543820078, 483408947, 483375709];[(0.6833121, 47.4172773), (0.6830843, 47.4173027), (0.6829221, 47.4173298), (0.6825013, 47.4174144), (0.6824543, 47.4174203), (0.6823533, 47.4174171)]
31449;2739178029;5557937808;2.729230372644836;3.138614928541561;False;3.0;115578138;268571780;False;cheminement trottoir uni;footway;False;[2739178029, 5557937808];[(0.6840427, 47.4188547), (0.6840503, 47.4188787)]
32387;2739178034;2390641651;14.442586441489247;16.608974407712633;False;3.0;115579076;284391000;False;;residential;False;[2739178034, 2881349670, 2390641651];[(0.6838219, 47.4188918), (0.683788, 47.4188179), (0.6837479, 47.418773)]
32424;2881349632;1421778407;7.815205149734706;7.815205149734706;True;4.0;115579113;284391100;False;piste uni;cycleway;False;[2881349632, 1421778407];[(0.6847537, 47.4185802), (0.6847719, 47.418511)]
32425;1421778407;2881349613;8.076223317442523;8.076223317442523;True;4.0;115579114;284391100;False;piste uni;cycleway;False;[1421778407, 2881349613];[(0.6847719, 47.418511), (0.6847908, 47.4184395)]
32434;2881349492;2390628298;3.237784732097788;4.694787861541792;False;1.0;115579123;284391106;False;;footway;False;[2881349492, 2390628298];[(0.6834588, 47.4173639), (0.6834159, 47.4173634)]
33174;475987437;1035649492;147.09692371643152;213.2905393888257;False;1.0;115579863;285209070;False;;secondary;False;[475987437, 5546252271, 7104349615, 475987440, 475987442, 475987444, 1035649492];[(0.6813884, 47.4188828), (0.6812429, 47.4188771), (0.6811393, 47.4188728), (0.6807337, 47.4188586), (0.6804349, 47.4188703), (0.6796282, 47.4189316), (0.6794468, 47.418946)]
33175;1035649492;6279139308;128.33384536730404;186.08407578259084;False;1.0;115579864;285209070;False;;secondary;False;[1035649492, 475987445, 475987446, 475987447, 6279139308];[(0.6794468, 47.418946), (0.6788651, 47.4189923), (0.6782701, 47.4190396), (0.6779436, 47.4190269), (0.6777559, 47.4190124)]
33181;304322718;5268252263;75.83037926517216;87.20493615494797;False;3.0;115579870;285209071;False;;residential;False;[304322718, 5557909866, 5557909867, 5557909865, 5268252263];[(0.6810843, 47.4197687), (0.6811394, 47.4196876), (0.6811762, 47.4196091), (0.6811944, 47.4195496), (0.6813196, 47.4191081)]
33182;5268252263;1035649202;18.235436902264546;20.970752437604222;False;3.0;115579871;285209071;False;;residential;False;[5268252263, 7104349617, 1035649202];[(0.6813196, 47.4191081), (0.6813367, 47.41905), (0.6813665, 47.4189472)]
33183;1035649202;475987437;7.348165473314019;8.450390294311122;False;3.0;115579872;285209071;False;;residential;False;[1035649202, 475987437];[(0.6813665, 47.4189472), (0.6813884, 47.4188828)]
34427;2390641651;475987409;18.259810621105423;26.476725400602863;False;1.0;115581116;289169479;False;;secondary;False;[2390641651, 634855157, 475987408, 634855160, 475987409];[(0.6837479, 47.418773), (0.6836918, 47.4187576), (0.6836437, 47.4187326), (0.6836072, 47.4186999), (0.6835848, 47.4186618)]
34514;475987413;475987407;17.52047450003419;25.404688025049573;False;1.0;115581203;289332080;False;;secondary;False;[475987413, 634855173, 475987414, 475987407];[(0.6840129, 47.4185653), (0.6840303, 47.4186165), (0.6840211, 47.4186686), (0.6839864, 47.4187156)]
34515;475987407;2390641651;20.16588710541504;29.240536302851808;False;1.0;115581204;289332081;False;;secondary;False;[475987407, 2881349660, 2739178021, 7306345782, 2881349661, 2390641651];[(0.6839864, 47.4187156), (0.6839392, 47.4187477), (0.6838873, 47.4187664), (0.6838459, 47.4187735), (0.6838144, 47.4187777), (0.6837479, 47.418773)]
35866;3106492903;3106492902;4.22935596213764;5.498162750778932;False;2.0;115582555;305948285;False;;service;False;[3106492903, 3106492902];[(0.6835962, 47.41821), (0.6835488, 47.4181897)]
35867;3106492902;6304480779;32.48128023828509;42.225664309770615;False;2.0;115582556;305948285;False;;service;False;[3106492902, 3106492901, 6304480779];[(0.6835488, 47.4181897), (0.6835209, 47.4181759), (0.6831845, 47.4180342)]
35868;6304480779;3106494068;72.75949668913722;94.5873456958784;False;2.0;115582557;305948285;False;;service;False;[6304480779, 3106494069, 3106494066, 3106494063, 3106494065, 3106494068];[(0.6831845, 47.4180342), (0.6827724, 47.4178607), (0.6825804, 47.4178275), (0.6824347, 47.4178158), (0.6823625, 47.4178217), (0.6823366, 47.4178597)]
35869;3106494068;3106492899;18.65211993695089;24.247755918036155;False;2.0;115582558;305948285;False;;service;False;[3106494068, 3106492899];[(0.6823366, 47.4178597), (0.6823029, 47.4180259)]
35870;3106492899;3106492909;62.53909719254641;81.30082635031033;False;2.0;115582559;305948285;False;;service;False;[3106492899, 3106492900, 3106492907, 3106492909];[(0.6823029, 47.4180259), (0.6822745, 47.4181664), (0.6827608, 47.4183705), (0.6827369, 47.4183988)]
35871;3106492909;3106492913;15.848704422619477;20.60331574940532;False;2.0;115582560;305948285;False;;service;False;[3106492909, 3106492913];[(0.6827369, 47.4183988), (0.6826504, 47.4185287)]
35872;3106492913;6304480784;15.53393753272033;20.19411879253643;False;2.0;115582561;305948285;False;;service;False;[3106492913, 3106492917, 6304480784];[(0.6826504, 47.4185287), (0.6826165, 47.4186029), (0.6826339, 47.4186638)]
35873;6304480784;3106503809;10.880448547751692;14.1445831120772;False;2.0;115582562;305948285;False;;service;False;[6304480784, 3106503807, 3106503809];[(0.6826339, 47.4186638), (0.6826483, 47.4187142), (0.6826697, 47.4187584)]
35874;3106503809;3106503811;6.9381193335192615;9.01955513357504;False;2.0;115582563;305948285;False;;service;False;[3106503809, 3106503811];[(0.6826697, 47.4187584), (0.682704, 47.4188163)]
35875;6304480781;3106492911;35.39278846150527;46.01062499995685;False;2.0;115582565;305948286;False;;service;False;[6304480781, 3106492911];[(0.6829613, 47.418288), (0.6833654, 47.4184496)]
35876;3106492899;6304480781;57.598310141929694;74.87780318450861;False;2.0;115582564;305948286;False;;service;False;[3106492899, 6304480781];[(0.6823029, 47.4180259), (0.6829613, 47.418288)]
35880;3106492916;6304480782;35.168304334786825;45.71879563522288;False;2.0;115582569;305948289;False;;service;False;[3106492916, 6304480782];[(0.6832407, 47.4185904), (0.6828346, 47.4184352)]
35881;6304480782;3106492909;8.41015614537394;10.93320298898612;False;2.0;115582570;305948289;False;;service;False;[6304480782, 3106492909];[(0.6828346, 47.4184352), (0.6827369, 47.4183988)]
35887;3106492916;6304480783;42.91511435373454;55.7896486598549;False;2.0;115582580;305948292;False;;service;False;[3106492916, 3106503800, 3106503803, 6304480783];[(0.6832407, 47.4185904), (0.6832055, 47.418618), (0.6829726, 47.4186486), (0.6827308, 47.4185559)]
35888;3106494068;6304480780;65.06986176283839;84.59082029168991;False;2.0;115582576;305948292;False;;service;False;[3106494068, 6304480780];[(0.6823366, 47.4178597), (0.6830669, 47.4181709)]
35889;6304480780;3106492911;50.67311308131135;65.87504700570476;False;2.0;115582577;305948292;False;;service;False;[6304480780, 3106492905, 3106492911];[(0.6830669, 47.4181709), (0.6834679, 47.4183242), (0.6833654, 47.4184496)]
35890;3106492911;6304483488;8.919093620768573;11.594821706999143;False;2.0;115582578;305948292;False;;service;False;[3106492911, 6304483488];[(0.6833654, 47.4184496), (0.6833074, 47.4185195)]
35891;6304483488;3106492916;9.352442086103949;12.158174711935134;False;2.0;115582579;305948292;False;;service;False;[6304483488, 3106492916];[(0.6833074, 47.4185195), (0.6832407, 47.4185904)]
35892;6304480783;3106492913;6.778887486541748;8.812553732504274;False;2.0;115582581;305948292;False;;service;False;[6304480783, 3106492913];[(0.6827308, 47.4185559), (0.6826504, 47.4185287)]
43843;483409097;483375701;121.37498387656724;139.58123145805232;False;3.0;115590532;423372498;False;;residential;False;[483409097, 5543820846, 483375692, 483375696, 483375699, 7104383341, 483375701];[(0.6802572, 47.4178151), (0.6803511, 47.4178055), (0.6808517, 47.4177632), (0.681274, 47.4177406), (0.6816794, 47.4177274), (0.6817686, 47.4177251), (0.6818584, 47.4177188)]
47482;5268252264;5268252263;36.2378129943823;47.109156892696994;False;2.0;115594171;545047958;False;;service;False;[5268252264, 5268252263];[(0.6808513, 47.4190359), (0.6813196, 47.4191081)]
50845;5557937807;5557937808;3.740823165226354;4.863070114794261;False;2.0;115597534;580647844;False;;service;False;[5557937807, 5557937808];[(0.6840027, 47.4188881), (0.6840503, 47.4188787)]
50846;5557937808;5557937811;26.91737492692404;34.99258740500125;False;2.0;115597535;580647844;False;;service;False;[5557937808, 5557937809, 5557937810, 5557937811];[(0.6840503, 47.4188787), (0.6840723, 47.418869), (0.6842174, 47.4187062), (0.6842511, 47.418681)]
