;start_node;end_node;distance;danger;converted;cyclability;section_id;way_id;is_following_way;facility;road_type;is_DSC;nodes;geometry
982;56532140;4699672932;360.9997548082823;360.9997548082823;True;4.0;115547671;23793501;False;piste uni;cycleway;False;[56532140, 1822655282, 1822655279, 56532145, 4699672932];[(0.6282097, 47.3703861), (0.6254956, 47.3703642), (0.6251932, 47.3703596), (0.6249291, 47.3703353), (0.6234769, 47.3700902)]
983;4699672932;56532208;956.119422305779;956.119422305779;True;4.0;115547672;23793501;False;piste uni;cycleway;False;[4699672932, 4699672905, 4699672904, 1822655276, 1822655273, 56532148, 1822655262, 1822655261, 56532204, 1822655260, 1822655258, 1822655256, 56532155, 1822655254, 1822655252, 1822655248, 56532208];[(0.6234769, 47.3700902), (0.6219331, 47.3698296), (0.6189094, 47.3693276), (0.6181617, 47.3692025), (0.6173397, 47.3690561), (0.6161217, 47.3688315), (0.6155048, 47.3686887), (0.6152633, 47.3686115), (0.6150334, 47.3685178), (0.6148741, 47.368432), (0.6146125, 47.3682843), (0.6142468, 47.3680253), (0.6134527, 47.3675486), (0.6133377, 47.3674595), (0.6131867, 47.3673255), (0.6129351, 47.3670687), (0.6124796, 47.3665585)]
2027;56532164;1822716123;146.75595692133157;168.7693504595313;False;3.0;115548716;30168941;False;;unclassified;False;[56532164, 1822716132, 332438865, 1822716123];[(0.604858, 47.3627413), (0.6051728, 47.3621706), (0.6055346, 47.3615688), (0.6055853, 47.3615191)]
2028;1822716123;2312693162;67.40351992326659;77.51404791175656;False;3.0;115548717;30168941;False;;unclassified;False;[1822716123, 1822716121, 4206037137, 332438868, 4206037138, 4206037139, 332438869, 4206037140, 2312693162];[(0.6055853, 47.3615191), (0.6056724, 47.3614766), (0.6057401, 47.3614553), (0.6058033, 47.361437), (0.6058791, 47.3614274), (0.6059501, 47.3614257), (0.606015, 47.3614292), (0.6060918, 47.3614462), (0.6064197, 47.3615248)]
2029;2312693162;332438878;310.3154766346688;356.86279812986913;False;3.0;115548718;30168941;False;;unclassified;False;[2312693162, 332438870, 1822716126, 4206037141, 4206037142, 332438871, 4206037143, 1822716124, 4206037144, 332438872, 4206037145, 4206037146, 1822716120, 4206037147, 332438873, 4701201157, 4206037148, 1822716111, 332438874, 4206037149, 1822716098, 332438875, 4206037150, 4303483088, 4303483087, 332438876, 2312692223, 4303483084, 332438878];[(0.6064197, 47.3615248), (0.6065456, 47.3615561), (0.606626, 47.3615665), (0.6067085, 47.3615724), (0.6067821, 47.3615723), (0.6068588, 47.36157), (0.6069373, 47.3615646), (0.6070127, 47.361554), (0.6070941, 47.3615339), (0.6071909, 47.3615033), (0.6072677, 47.361474), (0.6073307, 47.3614426), (0.6073937, 47.3614008), (0.6074564, 47.3613517), (0.6075283, 47.3612921), (0.6075912, 47.3612308), (0.6076054, 47.361217), (0.6076809, 47.3611241), (0.6077603, 47.3610174), (0.607822, 47.3609192), (0.6078729, 47.3608252), (0.607917, 47.3607132), (0.6079546, 47.3605736), (0.6079767, 47.3604601), (0.6080478, 47.3600951), (0.6081019, 47.3598172), (0.6081602, 47.3595716), (0.6081973, 47.3594575), (0.6082062, 47.3594352)]
2036;4397184762;5757441550;27.01146860317476;31.06318889365097;False;3.0;115548725;30178765;False;;unclassified;False;[4397184762, 10721755983, 5757441550];[(0.6053652, 47.3572625), (0.6054584, 47.3574319), (0.6054895, 47.3574903)]
2037;5757441550;945339835;73.48333002131596;84.50582952451336;False;3.0;115548726;30178765;False;;unclassified;False;[5757441550, 332536978, 945339835];[(0.6054895, 47.3574903), (0.6056468, 47.3577859), (0.6058087, 47.3581146)]
2038;945339835;9251003489;81.39891763569582;93.6087552810502;False;3.0;115548727;30178765;False;;unclassified;False;[945339835, 9352451081, 9251003489];[(0.6058087, 47.3581146), (0.6059709, 47.358813), (0.6059718, 47.3588381)]
3488;416828280;2312691822;18.716281517836403;24.331165973187325;False;2.0;115550177;35571322;False;;tertiary;False;[416828280, 7055625182, 2312691822];[(0.6081953, 47.35908), (0.6083219, 47.359031), (0.60841, 47.358996)]
3489;2312691822;469251697;83.01641427471824;107.92133855713372;False;2.0;115550178;35571322;False;;tertiary;False;[2312691822, 7055625180, 1794694917, 1794694916, 9352451086, 416828281, 8259963643, 469251697];[(0.60841, 47.358996), (0.608467, 47.3589693), (0.6085225, 47.3589342), (0.6085643, 47.3588993), (0.6086375, 47.3588088), (0.6087147, 47.3587275), (0.6090066, 47.3584699), (0.6090796, 47.3584097)]
3490;469251697;5308876568;31.712650669908367;41.22644587088088;False;2.0;115550179;35571322;False;;tertiary;False;[469251697, 8259963640, 5308876568];[(0.6090796, 47.3584097), (0.6091984, 47.3583035), (0.6093336, 47.3581826)]
3499;945339835;9251003487;154.1989366158716;177.32877710825232;False;3.0;115550188;35571324;False;;residential;False;[945339835, 4701567365, 2312691666, 9251003483, 9251003485, 9435848240, 9251003487];[(0.6058087, 47.3581146), (0.6058868, 47.3580967), (0.6059974, 47.3580788), (0.607262, 47.3581298), (0.6077418, 47.3581456), (0.6077959, 47.3581447), (0.6078384, 47.3581378)]
3500;9251003487;8902068979;29.5393915984141;33.97030033817621;False;3.0;115550189;35571324;False;;residential;False;[9251003487, 9435848239, 9251003486, 9435848232, 8902068979];[(0.6078384, 47.3581378), (0.6078563, 47.3581278), (0.6078688, 47.358113), (0.6078845, 47.3580833), (0.607961, 47.3578888)]
3501;8902068979;416828299;87.25223828176235;100.34007402402668;False;3.0;115550190;35571324;False;;residential;False;[8902068979, 416828299];[(0.607961, 47.3578888), (0.608271, 47.3571328)]
4340;56532208;2079362438;15.64649268442925;17.993466587093636;False;3.0;115551029;38861456;False;;unclassified;False;[56532208, 2079362438];[(0.6124796, 47.3665585), (0.6123709, 47.3664387)]
4587;469251697;469251698;38.98323262576509;44.83071751962985;False;3.0;115551276;39174840;False;;residential;False;[469251697, 469251698];[(0.6090796, 47.3584097), (0.6095573, 47.3585423)]
4588;469251698;469251716;351.14928573598564;403.8216785963834;False;3.0;115551277;39174840;False;;residential;False;[469251698, 469251699, 469251717, 469251700, 469251701, 469251702, 9260140691, 9243910775, 469251703, 469251704, 4303483114, 469251705, 4303483113, 9260140685, 469251706, 469251707, 469251708, 469251709, 469251710, 469251711, 469251712, 469251713, 469251714, 469251715, 469251716];[(0.6095573, 47.3585423), (0.6098534, 47.3586279), (0.6100543, 47.3586925), (0.6102352, 47.3587506), (0.6106688, 47.3588726), (0.6108813, 47.3589082), (0.6109169, 47.3589172), (0.6109648, 47.3589293), (0.6110294, 47.3589457), (0.6112321, 47.3590262), (0.6113189, 47.35907), (0.6114423, 47.3591322), (0.6115502, 47.3591902), (0.6116328, 47.3592377), (0.6116849, 47.3592627), (0.611912, 47.3593591), (0.6122033, 47.3594592), (0.6124726, 47.3595337), (0.6126989, 47.3595892), (0.6127863, 47.3596441), (0.6127676, 47.3597115), (0.6126191, 47.3599418), (0.612535, 47.3601054), (0.6124613, 47.3602029), (0.612396, 47.3602712)]
22843;1686216200;9748783354;23.719822277015485;27.277795618567804;False;3.0;115569532;157762895;False;;unclassified;False;[1686216200, 9748783354];[(0.622786, 47.3625155), (0.6228406, 47.3623054)]
24929;2312692724;1541302051;168.87440541215753;219.5367270358048;False;2.0;115571618;186227358;False;;service;False;[2312692724, 1541302032, 1541302042, 1541302048, 7055625214, 1541302051];[(0.6202015, 47.3605482), (0.6201351, 47.3609474), (0.6200723, 47.3612725), (0.6199739, 47.36181), (0.6199576, 47.3620254), (0.6199575, 47.3620574)]
24930;475095397;1969161336;167.23627950619485;192.3217214321241;False;3.0;115571619;186227359;False;;residential;False;[475095397, 1969161324, 475095408, 475095414, 475095415, 4303482880, 1969161336];[(0.6161679, 47.3566478), (0.6159291, 47.3573761), (0.6158802, 47.3576206), (0.6158917, 47.3577399), (0.6159732, 47.3578569), (0.6161061, 47.3579275), (0.6162774, 47.3580184)]
24931;1969161336;475095425;91.93155747223317;105.72129109306812;False;3.0;115571620;186227359;False;;residential;False;[1969161336, 1969161337, 1969161339, 475095418, 1969161341, 475095422, 475095425];[(0.6162774, 47.3580184), (0.6163017, 47.3580626), (0.6162932, 47.3581489), (0.6162225, 47.3582509), (0.616196, 47.3583662), (0.6160791, 47.3585304), (0.6157661, 47.3587146)]
24932;475095425;8428849473;38.76402687430571;44.57863090545157;False;3.0;115571621;186227359;False;;residential;False;[475095425, 475095427, 8428849473];[(0.6157661, 47.3587146), (0.615647, 47.3588427), (0.61555, 47.3590285)]
24933;8428849473;8428849472;51.50041088965704;59.2254725231056;False;3.0;115571622;186227359;False;;residential;False;[8428849473, 4303482896, 475095432, 8428849472];[(0.61555, 47.3590285), (0.6155332, 47.3590617), (0.6154729, 47.3591779), (0.6153695, 47.3594746)]
24934;8428849472;475095440;153.90451676006393;176.9901942740735;False;3.0;115571623;186227359;False;;residential;False;[8428849472, 4303482900, 475095435, 4303482899, 475095440];[(0.6153695, 47.3594746), (0.6150587, 47.3600459), (0.6150462, 47.3600721), (0.6149832, 47.3602123), (0.6147249, 47.3607872)]
24935;1969161354;1969161365;64.00935101487526;92.81355897156914;False;1.0;115571624;186227360;False;;track;False;[1969161354, 1969161365];[(0.6095054, 47.3609812), (0.6102891, 47.3612001)]
24936;1969161365;1969161370;150.10412806469012;217.65098569380064;False;1.0;115571625;186227360;False;;track;False;[1969161365, 1969161366, 1969161382, 1969161380, 1969161378, 1969161376, 1969161370];[(0.6102891, 47.3612001), (0.6102738, 47.3612485), (0.6099214, 47.3618198), (0.6098563, 47.3618397), (0.6097976, 47.3618283), (0.6091616, 47.3615192), (0.6091872, 47.3614619)]
24937;1969161365;1969161345;229.5872775823787;332.9015524944491;False;1.0;115571626;186227361;False;;track;False;[1969161365, 4689507219, 4691052784, 4691052785, 4691052786, 4691052787, 4691052781, 4691052788, 4691052783, 1969161375, 4691059289, 4691059290, 4691059291, 4691059292, 4691059293, 4691059294, 4691059295, 4691059296, 4691059299, 1969161363, 4303483102, 1969161345];[(0.6102891, 47.3612001), (0.610337, 47.3611992), (0.6105033, 47.3612415), (0.6106357, 47.3612679), (0.6107666, 47.3612832), (0.6108475, 47.3612929), (0.6109347, 47.3613059), (0.611151, 47.3613456), (0.6114908, 47.361424), (0.6118401, 47.3615073), (0.6118724, 47.3615109), (0.6119101, 47.3615107), (0.6119475, 47.3614959), (0.6119877, 47.3614781), (0.6120109, 47.3614609), (0.6120287, 47.3614397), (0.6121053, 47.3612246), (0.612156, 47.3611004), (0.6121777, 47.361063), (0.6121882, 47.361045), (0.612222, 47.3609993), (0.6124905, 47.3607062)]
24938;475095425;1969161338;132.23124250832524;152.06592888457402;False;3.0;115571627;186227362;False;;residential;False;[475095425, 9260251642, 1969161338];[(0.6157661, 47.3587146), (0.6143694, 47.3581071), (0.6142919, 47.3580734)]
24939;1969161345;1969161344;39.095582481232185;50.82425722560184;False;2.0;115571628;186227363;False;;service;False;[1969161345, 1969161344];[(0.6124905, 47.3607062), (0.6127804, 47.3604149)]
24941;469251698;1969161340;51.59589864565567;59.33528344250402;False;3.0;115571630;186227365;False;;residential;False;[469251698, 1969161342, 1969161340];[(0.6095573, 47.3585423), (0.6096562, 47.3584385), (0.6100384, 47.3582184)]
24942;1969161336;1969161331;56.343901192297736;73.24707154998706;False;2.0;115571631;186227366;False;;service;False;[1969161336, 1969161335, 1969161334, 1969161331];[(0.6162774, 47.3580184), (0.6164723, 47.3579247), (0.6166653, 47.357855), (0.6169327, 47.3577814)]
24943;4595152966;4701200744;32.447181726655096;42.181336244651625;False;2.0;115571632;186227367;False;;service;False;[4595152966, 7684402253, 4701200744];[(0.6092759, 47.3595586), (0.6092798, 47.3595914), (0.6092111, 47.3598461)]
24944;4701200744;1969161354;156.04216478481018;202.85481422025325;False;2.0;115571633;186227367;False;;service;False;[4701200744, 9260251631, 1969161343, 1969161346, 1969161347, 9352451088, 1969161348, 4689507214, 1969161354];[(0.6092111, 47.3598461), (0.6091813, 47.3599082), (0.6091258, 47.3600969), (0.6089542, 47.3607538), (0.6089548, 47.3608085), (0.6089795, 47.3608396), (0.6090343, 47.3608744), (0.6090885, 47.3608903), (0.6095054, 47.3609812)]
24945;1969161354;1969161370;58.60012461693048;76.18016200200962;False;2.0;115571634;186227367;False;;service;False;[1969161354, 1969161370];[(0.6095054, 47.3609812), (0.6091872, 47.3614619)]
25840;2064005638;2064005640;29.182017405296165;42.31392523767944;False;1.0;115572529;196030276;False;;track;False;[2064005638, 2064005640];[(0.6118517, 47.3689443), (0.6115517, 47.3691097)]
25854;2064005638;56532208;283.625759997668;411.2573519966186;False;1.0;115572543;196030283;False;;track;False;[2064005638, 3390885073, 4699672696, 4699672697, 3390885069, 3390885088, 558824801, 3390885085, 3390885074, 3390885067, 4699726950, 56532208];[(0.6118517, 47.3689443), (0.6119506, 47.3688526), (0.6120311, 47.3687436), (0.6121775, 47.3682998), (0.6123642, 47.3679255), (0.6123825, 47.3677594), (0.6123568, 47.3676256), (0.612152, 47.3672395), (0.6121557, 47.3671078), (0.6122865, 47.3666648), (0.6123442, 47.366621), (0.6124796, 47.3665585)]
25855;56532208;4699726962;150.2173677001431;217.81518316520743;False;1.0;115572544;196030283;False;;track;False;[56532208, 4699726951, 4699726952, 4699726953, 4699726954, 4699726955, 4699726956, 4699726957, 4699726958, 4699726959, 4699726960, 4699726961, 4699726962];[(0.6124796, 47.3665585), (0.6126363, 47.3664522), (0.6128361, 47.3662981), (0.6129887, 47.3661533), (0.6131108, 47.3660143), (0.6131857, 47.3659372), (0.6132578, 47.3658959), (0.6133383, 47.3658658), (0.6134437, 47.3658527), (0.613563, 47.3658527), (0.613699, 47.3658658), (0.6138266, 47.365894), (0.613958, 47.3659348)]
26000;2079362438;4701187530;208.63883197662489;239.9346567731186;False;3.0;115572689;197726801;False;;unclassified;False;[2079362438, 4701187512, 4701187513, 4701187514, 4701187515, 4701187516, 4701187517, 4701187518, 4701187519, 4701187520, 4701187523, 4701187525, 4701187524, 4701187530];[(0.6123709, 47.3664387), (0.6121036, 47.3661441), (0.6119693, 47.3660251), (0.6118208, 47.3659128), (0.6116406, 47.365806), (0.611448, 47.3657076), (0.6113027, 47.3656403), (0.6112093, 47.3656015), (0.6111317, 47.3655708), (0.6109437, 47.3654925), (0.6107716, 47.3654107), (0.6106794, 47.3653633), (0.6105584, 47.3652965), (0.6103822, 47.3651736)]
26001;4701187530;9346512370;280.48469914037264;322.5574040114285;False;3.0;115572690;197726801;False;;unclassified;False;[4701187530, 1822716250, 56532224, 1822716242, 56532216, 1822716240, 1822716234, 1822716228, 1822716219, 1822716218, 56532227, 9346512370];[(0.6103822, 47.3651736), (0.6101999, 47.3650428), (0.6099904, 47.364918), (0.6096011, 47.3647015), (0.6091608, 47.3644863), (0.6089744, 47.3644055), (0.6087624, 47.3643198), (0.6083142, 47.3641636), (0.6078735, 47.3639986), (0.607669, 47.3639268), (0.6074239, 47.3638403), (0.6072886, 47.3638091)]
26811;2312693196;2312693179;41.34017099689528;59.94324794549816;False;1.0;115573500;222285778;False;;secondary;False;[2312693196, 7055625217, 7055625218, 1969187260, 2312693179];[(0.6183905, 47.36193), (0.6182431, 47.3619017), (0.6181188, 47.361876), (0.6179824, 47.3618418), (0.6178714, 47.3618131)]
26812;2312693179;102881679;200.30277907178845;290.43902965409325;False;1.0;115573501;222285778;False;;secondary;False;[2312693179, 102881781, 7055625219, 2312693131, 7055625220, 2312693080, 7055625221, 102881674, 7055625223, 2312692991, 7055625222, 102881679];[(0.6178714, 47.3618131), (0.6176392, 47.3617448), (0.6174285, 47.3616763), (0.6173262, 47.361637), (0.61718, 47.3615741), (0.6168947, 47.3614457), (0.6165503, 47.3612979), (0.6162214, 47.3611642), (0.6160566, 47.3611047), (0.6159138, 47.3610574), (0.6157329, 47.361004), (0.6155477, 47.3609548)]
26813;102881679;475095440;64.9085524415653;94.11740104026968;False;1.0;115573502;222285778;False;;secondary;False;[102881679, 1969187259, 4397184668, 475095440];[(0.6155477, 47.3609548), (0.6151566, 47.3608677), (0.6151, 47.3608571), (0.6147249, 47.3607872)]
26814;475095440;2312692727;123.4606346123296;179.0179201878779;False;1.0;115573503;222285778;False;;secondary;False;[475095440, 1969187258, 4303483109, 1969187257, 4303482898, 102881791, 102881797, 2312692727];[(0.6147249, 47.3607872), (0.6143949, 47.3607454), (0.614161, 47.3607201), (0.6139038, 47.3606922), (0.6137093, 47.360663), (0.6135136, 47.3606336), (0.6131993, 47.3605559), (0.6131382, 47.3605368)]
26815;2312692727;1969161344;30.242086951662497;43.85102607991062;False;1.0;115573504;222285778;False;;secondary;False;[2312692727, 4303483105, 2312692726, 1969161344];[(0.6131382, 47.3605368), (0.6130916, 47.3605222), (0.6130475, 47.3605084), (0.6127804, 47.3604149)]
26816;1969161344;469251716;33.143504145092514;48.05808101038414;False;1.0;115573505;222285778;False;;secondary;False;[1969161344, 469251716];[(0.6127804, 47.3604149), (0.612396, 47.3602712)]
26817;469251716;4303483097;147.77901240734786;214.2795679906544;False;1.0;115573506;222285778;False;;secondary;False;[469251716, 102881684, 2312692404, 2312692369, 9260251630, 1969187256, 4303483097];[(0.612396, 47.3602712), (0.6116473, 47.360014), (0.611439, 47.3599496), (0.6111743, 47.3598785), (0.6109346, 47.3598211), (0.6108954, 47.3598117), (0.6106013, 47.3597494)]
26818;4303483097;4595152966;102.47776637264414;148.592761240334;False;1.0;115573507;222285778;False;;secondary;False;[4303483097, 9352451087, 102881803, 4595152968, 4595152969, 9352451091, 4595152966];[(0.6106013, 47.3597494), (0.6104238, 47.3597163), (0.6102016, 47.3596778), (0.6098262, 47.3596198), (0.6096539, 47.3595948), (0.6094247, 47.3595682), (0.6092759, 47.3595586)]
26819;4595152966;2312692181;50.26872854244319;72.88965638654263;False;1.0;115573508;222285778;False;;secondary;False;[4595152966, 9352451090, 9352451089, 2312692181];[(0.6092759, 47.3595586), (0.6091176, 47.359551), (0.6087991, 47.3595442), (0.6086114, 47.3595362)]
26831;1700187571;1686216200;2.1588519818164027;3.130335373633784;False;1.0;115573520;222285779;False;;secondary;False;[1700187571, 1686216200];[(0.6228126, 47.3625226), (0.622786, 47.3625155)]
26832;1686216200;1541302051;221.69237121534923;321.4539382622564;False;1.0;115573521;222285779;False;;secondary;False;[1686216200, 7055625207, 1700187568, 7055625208, 2312693305, 7055625209, 7055625210, 102881663, 7055625211, 2312693272, 1541302051];[(0.622786, 47.3625155), (0.6224012, 47.3624048), (0.62204, 47.3623052), (0.6217434, 47.3622322), (0.6215315, 47.3621862), (0.621437, 47.3621682), (0.621325, 47.3621495), (0.6211665, 47.3621276), (0.6210199, 47.3621123), (0.6208664, 47.3621001), (0.6199575, 47.3620574)]
26833;1541302051;2312693196;119.32400381966094;173.01980553850836;False;1.0;115573522;222285779;False;;secondary;False;[1541302051, 7055625213, 2312693236, 7055625212, 7055625215, 102881667, 7055625216, 2312693196];[(0.6199575, 47.3620574), (0.6196745, 47.3620424), (0.6193893, 47.3620261), (0.6192228, 47.362016), (0.6190444, 47.3620019), (0.6187754, 47.361979), (0.6185731, 47.3619557), (0.6183905, 47.36193)]
26834;2312693162;7448847760;254.66830013451803;331.06879017487347;False;2.0;115573523;222285781;False;;service;False;[2312693162, 4701201136, 2312693114, 4701201132, 2312692947, 4701201131, 2312692729, 2312692723, 2312692422, 2312692327, 2312692150, 7448847760];[(0.6064197, 47.3615248), (0.6064266, 47.3614725), (0.6064491, 47.3613028), (0.6065071, 47.3608319), (0.6065111, 47.3607996), (0.6065286, 47.3605806), (0.6065378, 47.3604662), (0.6065585, 47.3602638), (0.6065908, 47.3599617), (0.6066239, 47.3597176), (0.6066717, 47.3594427), (0.6067129, 47.3592435)]
26835;7448847760;2312691840;28.16211597647293;36.61075076941481;False;2.0;115573524;222285781;False;;service;False;[7448847760, 2312691891, 2312691840];[(0.6067129, 47.3592435), (0.6067645, 47.3590225), (0.606772, 47.3589934)]
26838;2312692727;2312692149;126.03635048951708;163.8472556363722;False;2.0;115573527;222285783;False;;service;False;[2312692727, 2312692717, 2312692604, 2312692386, 2312692346, 2312692310, 2312692288, 2312692267, 2312692242, 2312692184, 2312692149];[(0.6131382, 47.3605368), (0.6132238, 47.3603973), (0.6132913, 47.3603368), (0.6134884, 47.3599606), (0.6135211, 47.3599149), (0.6135886, 47.359844), (0.6136322, 47.3598101), (0.6136953, 47.3597718), (0.6137922, 47.3597231), (0.613899, 47.3596633), (0.613973, 47.3595844)]
26841;2312692841;2312692554;90.85591110664409;131.74107110463393;False;1.0;115573530;222285787;False;;track;False;[2312692841, 2312692859, 2312692880, 2312692904, 2312692930, 2312692913, 2312692894, 2312692820, 2312692798, 2312692776, 2312692554];[(0.6182017, 47.3608486), (0.6183087, 47.3608511), (0.6184305, 47.3608676), (0.6185363, 47.3608811), (0.6185989, 47.36089), (0.618632, 47.36089), (0.6187068, 47.3608764), (0.6187712, 47.360841), (0.6188016, 47.360801), (0.618819, 47.3607503), (0.6189061, 47.3604409)]
26842;2312692554;2312692724;99.37408411192524;144.0924219622916;False;1.0;115573531;222285787;False;;track;False;[2312692554, 2312692623, 2312692657, 2312692706, 2312692673, 2312692640, 2312692690, 2312692724];[(0.6189061, 47.3604409), (0.6190374, 47.3604739), (0.6191766, 47.3604939), (0.6193881, 47.3605104), (0.6195377, 47.3605039), (0.6198057, 47.3605022), (0.6199988, 47.3605157), (0.6202015, 47.3605482)]
26847;2312693179;2312692841;110.09576209318844;143.12449072114498;False;2.0;115573536;222285791;False;;service;False;[2312693179, 2312692841];[(0.6178714, 47.3618131), (0.6182017, 47.3608486)]
26848;2312692841;2312692740;13.737210566509283;17.85837373646207;False;2.0;115573537;222285791;False;;service;False;[2312692841, 4303482954, 2312692740];[(0.6182017, 47.3608486), (0.6182152, 47.3608093), (0.6182432, 47.3607283)]
26851;2312692073;2312691822;39.77950689402908;51.71335896223781;False;2.0;115573540;222285794;False;;service;False;[2312692073, 2312691909, 2312691879, 7055625181, 2312691860, 2312691822];[(0.6083148, 47.3593302), (0.6084462, 47.3591212), (0.6084537, 47.3590894), (0.6084471, 47.359065), (0.608436, 47.3590405), (0.60841, 47.358996)]
26854;2312692554;2312692498;31.95030537494345;46.327942793668;False;1.0;115573543;222285797;False;;track;False;[2312692554, 2312692520, 2312692477, 2312692445, 2312692435, 2312692457, 2312692498];[(0.6189061, 47.3604409), (0.6188889, 47.3604149), (0.6188059, 47.3603817), (0.6186934, 47.3603642), (0.6186318, 47.3603599), (0.618591, 47.3603714), (0.6185489, 47.3604034)]
35449;3439767156;2312691840;26.477409843190884;38.39224427262678;False;1.0;115582138;299592061;False;;secondary;False;[3439767156, 2312691840];[(0.6070907, 47.3590925), (0.606772, 47.3589934)]
35450;2312691840;9251003489;63.07094071957917;91.4528640433898;False;1.0;115582139;299592061;False;;secondary;False;[2312691840, 2312691806, 9352451082, 9251003490, 9251003488, 9352451083, 9251003489];[(0.606772, 47.3589934), (0.6065929, 47.3589433), (0.6064622, 47.3589137), (0.6063452, 47.35889), (0.606182, 47.3588637), (0.6060733, 47.3588487), (0.6059718, 47.3588381)]
39032;3439767158;3439767159;12.13606905062337;17.597300123403887;False;1.0;115585721;336893200;False;;track;False;[3439767158, 3439767159];[(0.6042074, 47.3626026), (0.6041066, 47.3626876)]
39033;3439767883;3439767884;8.00293160167846;11.604250822433768;False;1.0;115585722;336893201;False;;track;False;[3439767883, 3439767884];[(0.6049504, 47.3619436), (0.6048857, 47.3620006)]
39034;3439767159;1822716154;26.63965373641395;38.62749791780023;False;1.0;115585723;336893202;False;;track;False;[3439767159, 1822716154];[(0.6041066, 47.3626876), (0.6039067, 47.362885)]
39035;3439767880;3439767881;5.538734018116271;8.031164326268593;False;1.0;115585724;336893203;False;;track;False;[3439767880, 3439767881];[(0.6052511, 47.3616742), (0.605207, 47.361714)]
39036;3439767886;3439767158;27.922403649127663;40.48748529123511;False;1.0;115585725;336893206;False;;track;False;[3439767886, 3439767158];[(0.6044302, 47.3624022), (0.6042074, 47.3626026)]
39037;3439767881;3439767882;26.7452796173979;38.78065544522696;False;1.0;115585726;336893208;False;;track;False;[3439767881, 3439767882];[(0.605207, 47.361714), (0.6049933, 47.3619058)]
39038;3439767882;3439767883;5.306917661581271;7.695030609292843;False;1.0;115585727;336893210;False;;track;False;[3439767882, 3439767883];[(0.6049933, 47.3619058), (0.6049504, 47.3619436)]
39039;3439767884;3439767886;56.36927808711458;81.73545322631614;False;1.0;115585728;336893211;False;;track;False;[3439767884, 3439767886];[(0.6048857, 47.3620006), (0.6044302, 47.3624022)]
39041;1822716123;3439767880;30.73708935127344;44.56877955934648;False;1.0;115585730;336893213;False;;track;False;[1822716123, 3439767879, 3439767880];[(0.6055853, 47.3615191), (0.6053493, 47.3616124), (0.6052511, 47.3616742)]
